"ID","NAME","CURRENCYISOCODE","ISACTIVE","ISARCHIVED","DESCRIPTION","ISSTANDARD","UNIQUE_ID__C"
"01s1I000006HsdpQAC","Standard Price Book","PEN","true","false","","true","LP00001"
