ID,NAME,FPRD__DEFAULT_VALUE__C,FPRD__DEVELOPERNAME__C,FPRD__HEADER__C,FPRD__HEADER_ORDER__C,FPRD__HIDDEN__C,FPRD__IMPORTANT__C,FPRD__LABEL__C,FPRD__LOV_LABELS__C,FPRD__LOV_VALUES__C,FPRD__LOWER_LIMIT__C,FPRD__MANDATORY__C,FPRD__MAP_FIELD__C,FPRD__ORDER__C,FPRD__PRODUCT__C,FPRD__READ_ONLY__C,FPRD__RELATED_MAP_FIELDS__C,FPRD__SECTION_NAME__C,FPRD__SECTION_ORDER__C,FPRD__TYPE__C,FPRD__UPPER_LIMIT__C,FPRD__VALUES_CONTROL_FIELD__C,FPRD__VISIBILITY_CONDITION__C,FPRD__VISIBILITY_CONTROL_FIELD__C,FPRD__VISIBILITY_CONTROL_VALUE__C,FPRD__PRODUCT__R.UNIQUE_ID__C,FPRD__PRODUCT__R.NAME
a0i3B000000pyrhQAA,PC-000469,,da_Merchandise_Detail_PC00005,false,,false,false,Detalle de mercadería,,,,false,da_Merchandise_Detail__c,7,01t3B00000215lEQAQ,false,,Datos adicionales,2,text,,,,,,161720,Financiamiento de Importación
a0i3B000000pyrmQAA,PC-000474,,n_Gracia_PC00005,false,,false,false,Plazo de gracia,,,,false,cpliq_n_gracia__c,5,01t3B00000215lEQAQ,false,,Criterios de pago y liquidación,3,number,,,,Tipo_amortizacion_PC00005,En cuotas,161720,Financiamiento de Importación
a0i3B000000pyrtQAA,PC-000481,,PlazoIG_PC00005,false,,false,false,Plazo,,,,false,gipr_Plazo__c,3,01t3B00000215lEQAQ,false,,Información general del producto,1,number,,,,,,161720,Financiamiento de Importación
a0i3B000000pystQAA,PC-000543,,da_Origin_Country_PC00005,false,,false,false,País de origen,"Afganistan,Albania,Alemania,Andorra,Argentina,Australia,Austria,Bangladesh,Bélgica,Bolivia,Bosnia y Hercegovina,Brasil,Canada,Chile,China,Chipre,Colombia,Corea del Sur,Costa Rica,Cuba,Dinamarca,Dominica,Ecuador,Egipto,Emiratos Arabes,España,Estados Unidos de América,Estonia,Filipinas,Francia,Grecia,Guatemala,Holanda,Honduras,Hong Kong,India,Indonesia,Israel,Italia,Japón,Macao,Malasya,Mexico,Pakistan,Panamá,Paraguay,Perú,Polonia,Portugal,Puerto Rico,Reino Unido,República Dominicana,Rumania,Rusia,Singapur,Sudáfrica,Suecia,Suiza,Taiwán,Thailandia,Turquía,Uruguay,Venezuela","01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63",,false,da_Origin_Country__c,8,01t3B00000215lEQAQ,false,,Datos adicionales,2,LIST,,,,,,161720,Financiamiento de Importación
a0i3B000000pyt3QAA,PC-000553,02,gipr_Garantia_PC00005,false,,false,false,Garantía,"Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17",,false,gipr_Garantia__c,7,01t3B00000215lEQAQ,false,,Información general del producto,1,LIST,,gipr_Tipo_garantia_PC00005,,gipr_Tipo_garantia_PC00005,"No dineraria,Dineraria",161720,Financiamiento de Importación
a0i3B000000pyt8QAA,PC-000558,,Fecha_Vencimiento_PC00005,false,,false,false,Fecha de vencimiento,,,,false,cpliq_Fecha_Vencimiento__c,5,01t3B00000215lEQAQ,false,,Criterios de pago y liquidación,3,date,,,,Tipo_amortizacion_PC00005,Al vencimiento,161720,Financiamiento de Importación
a0i3B000000pynrQAA,PC-000231,02,da_Currency_PC00005,false,,false,false,Moneda,"PEN,USD,EUR","01,02,03",,false,da_Currency__c,3,01t3B00000215lEQAQ,false,,Datos adicionales,2,LIST,,,,da_Replacement_financing_PC00005,Si,161720,Financiamiento de Importación
a0i3B000000pyosQAA,PC-000294,,Cuenta_vinculada_PC00005,false,,false,false,Cuenta vinculada,,,,false,cpliq_Cuenta_vinculada__c,1,01t3B00000215lEQAQ,false,,Criterios de pago y liquidación,3,text,,,,,,161720,Financiamiento de Importación
a0i3B000000pypMQAQ,PC-000324,,da_Available_Balance_PC00005,false,,false,false,Saldo Disponible,,,,false,da_Available_Balance__c,12,01t3B00000215lEQAQ,true,,Datos adicionales,2,number,,,,,,161720,Financiamiento de Importación
a0i3B000000pypTQAQ,PC-000331,02,gipr_Periodicidad_PC00005,false,,false,false,Periodicidad,"Días,Meses","01,02",,false,gipr_Periodicidad__c,4,01t3B00000215lEQAQ,false,,Información general del producto,1,LIST,,,,,,161720,Financiamiento de Importación
a0i3B000000pytuQAA,PC-000606,,Amortizacion_PC00005,false,,false,false,Amortización,"Mensual,Trimestral,Semestral,Anual","01,02,03,04",,false,cpliq_Amortizacion__c,7,01t3B00000215lEQAQ,false,,Criterios de pago y liquidación,3,LIST,,,,Tipo_amortizacion_PC00005,En cuotas,161720,Financiamiento de Importación
a0i3B000000pykGQAQ,PC-000008,,da_Client_Email_PC00005,false,,false,false,E-mail del cliente,,,,false,da_Client_Email__c,9,01t3B00000215lEQAQ,false,,Datos adicionales,2,text,,,,,,161720,Financiamiento de Importación
a0i3B000000pzqqQAA,PC-000739,,Importe_PC00005,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215lEQAQ,false,,Información general del producto,1,currency,,,,,,161720,Financiamiento de Importación
a0i3B000000pzqrQAA,PC-000740,false,Mejorado_PC00005,false,,false,false,Mejorado,,,,false,PE_List_Mejorado__c,2,01t3B00000215lEQAQ,false,,Información general del producto,1,checkbox,,,,,,161720,Financiamiento de Importación
a0i3B000000pzqsQAA,PC-000741,02,Destino_PC00005,false,,false,false,Destino,"Campañas,Capital de trabajo,Pago proveedores,Prórroga,Subrrogación","01,02,05,06,07",,false,gipr_Destino__c,5,01t3B00000215lEQAQ,false,,Información general del producto,1,LIST,,,,,,161720,Financiamiento de Importación
a0i3B000000qAipQAE,PC-000779,01,gipr_Opcioncompra_PC00024,false,,false,false,Opción de compra (%),,,,false,gipr_Opcioncompra__c,10,01t3B00000215lXQAQ,false,,Información general del producto,1,number,,,,,,159601,Leasing Mobiliario
a0i3B000000qAiqQAE,PC-000780,,Cuenta_vinculada_PC00024,false,,false,false,Cuenta vinculada,,,,false,cpliq_Cuenta_vinculada__c,1,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,text,,,,,,159601,Leasing Mobiliario
a0i3B000000qAirQAE,PC-000781,,Amortizacion_PC00024,false,,false,false,Amortización,"Mensual,Trimestral,Semestral,Anual","01,02,03,04",,false,cpliq_Amortizacion__c,7,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,Tipo_amortizacion_PC00024,En cuotas,159601,Leasing Mobiliario
a0i3B000000qAisQAE,PC-000782,,Fecha_Vencimiento_PC00024,false,,false,false,Fecha de vencimiento,,,,false,cpliq_Fecha_Vencimiento__c,5,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,date,,,,Tipo_amortizacion_PC00024,Al vencimiento,159601,Leasing Mobiliario
a0i3B000000qAitQAE,PC-000783,02,Periodicidad_Gracia_PC00024,false,,false,false,Periodicidad de gracia,"Meses,Años","02,03",,false,cpliq_Periodicidad_gracia__c,6,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,Tipo_amortizacion_PC00024,En cuotas,159601,Leasing Mobiliario
a0i3B000000qAiuQAE,PC-000784,,n_Gracia_PC00024,false,,false,false,Plazo de gracia,,,,false,cpliq_n_gracia__c,5,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,number,,,,Tipo_amortizacion_PC00024,En cuotas,159601,Leasing Mobiliario
a0i3B000000qAivQAE,PC-000785,02,Periodicidad_PC00024,false,,false,false,Periodicidad,"Meses,Años","02,03",,false,cpliq_Periodicidad__c,4,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,,,159601,Leasing Mobiliario
a0i3B000000qAiwQAE,PC-000786,02,Tipo_amortizacion_PC00024,false,,false,false,Tipo amortización,"Al vencimiento,En cuotas,A medida","01,02,03",,false,cpliq_Tipo_amortizacion__c,2,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,,,159601,Leasing Mobiliario
a0i3B000000qAixQAE,PC-000787,,Codigo_Simulacion_PC00024,false,,false,false,Código simulación,,,,false,cpliq_Codigo_Simulacion__c,5,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,text,,,,Tipo_amortizacion_PC00024,A medida,159601,Leasing Mobiliario
a0i3B000000qAiyQAE,PC-000788,,n_PC00024,false,,false,false,Plazo,,,,false,cpliq_n__c,3,01t3B00000215lXQAQ,false,,Criterios de pago y liquidación,2,number,,,,,,159601,Leasing Mobiliario
a0i3B000000qAizQAE,PC-000789,,PlazoIG_PC00024,false,,false,false,Plazo,,,,false,gipr_Plazo__c,4,01t3B00000215lXQAQ,false,,Información general del producto,1,number,,,,,,159601,Leasing Mobiliario
a0i3B000000qAj0QAE,PC-000790,02,gipr_Periodicidad_PC00024,false,,false,false,Periodicidad,"Meses,Años","02,03",,false,gipr_Periodicidad__c,5,01t3B00000215lXQAQ,false,,Información general del producto,1,LIST,,,,,,159601,Leasing Mobiliario
a0i3B000000qAj1QAE,PC-000791,03,gipr_Tipo_garantia_PC00024,false,,false,false,Tipo garantía,"Dineraria,No dineraria,Sin garantía","01,02,03",,false,gipr_Tipo_Garantia__c,6,01t3B00000215lXQAQ,false,,Información general del producto,1,LIST,,,,,,159601,Leasing Mobiliario
a0i3B000000qAj2QAE,PC-000792,,gipr_Garantia_PC00024,false,,false,false,Garantía,,,,false,gipr_Garantia__c,7,01t3B00000215lXQAQ,false,,Información general del producto,1,LIST,,gipr_Tipo_garantia_PC00024,,gipr_Tipo_garantia_PC00024,"No dineraria,Dineraria",159601,Leasing Mobiliario
a0i3B000000qAj3QAE,PC-000793,100,gipr_Cobertura_PC00024,false,,false,false,Cobertura (%),,,,false,gipr_Cobertura__c,8,01t3B00000215lXQAQ,false,,Información general del producto,1,number,,,,gipr_Tipo_garantia_PC00024,"Dineraria,No dineraria",159601,Leasing Mobiliario
a0i3B000000qAj4QAE,PC-000794,10,gipr_CuotaInicial_PC00024,false,,false,false,Cuota Inicial (%),,,,false,gipr_CuotaInicial__c,9,01t3B00000215lXQAQ,false,,Información general del producto,1,number,,,,,,159601,Leasing Mobiliario
a0i3B000000qB3gQAE,PC-000801,01,PE_Modality_PC00024,false,,false,false,Modalidad Producto,"Regular,Reprogramado,Refinanciado,Promotor,Sindicado","01,02,14,04,05",,false,PE_List_Product_mode__c,2,01t3B00000215lXQAQ,false,,Información general del producto,1,LIST,,,,,,159601,Leasing Mobiliario
a0i3B000000qB3hQAE,PC-000802,FALSE,Mejorado_PC00024,false,,false,false,Mejorado,2,,,false,PE_List_Mejorado__c,3,01t3B00000215lXQAQ,false,,Información general del producto,1,checkbox,,,,,,159601,Leasing Mobiliario
a0i3B000000qB3uQAE,PC-000804,,Importe_PC00024,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215lXQAQ,false,,Información general del producto,1,currency,,,,,,159601,Leasing Mobiliario
a0i3B000000qBOQQA2,PC-000805,02,gipr_Physical_token_PC00050,false,,false,false,Token físico,"Si,No","01,02",,false,gipr_Physical_token__c,3,01t3B00000215lxQAA,false,,Información general del producto,1,LIST,,,,,,21,Netcash
a0i3B000000qBORQA2,PC-000806,01,gipr_Request_PC00050,false,,false,false,Requerimiento,"Contratación,Upgrade,Downgrade","01,02,03",,false,gipr_Request__c,1,01t3B00000215lxQAA,false,,Información general del producto,1,LIST,,,,,,21,Netcash
a0i3B000000qBOSQA2,PC-000807,03,gipr_Version_PC00050,false,,false,false,Versión,"Gratuita,Negocios,Empresas,Premium","01,02,03,04",,false,gipr_Version__c,2,01t3B00000215lxQAA,false,,Información general del producto,1,LIST,,,,,,21,Netcash
a0i3B000000qBOTQA2,PC-000808,,gipr_OppIsoCurrency_PC00047,false,,false,false,Moneda,"Sol peruano,Dólar EE.UU.","PEN,USD",,false,gipr_OppIsoCurrency__c,2,01t3B00000215luQAA,true,,Información general del producto,1,text,,,,,,8,Pagos: Pago a Proveedores
a0i3B000000qBOUQA2,PC-000809,01,gipr_Origin_bank_PC00047,false,,false,false,Banco Origen,"BCP,Scotiabank,Interbank,BIF,Banco Financiero,Otros","01,02,03,04,05,06",,false,gipr_Origin_bank__c,4,01t3B00000215luQAA,false,,Información general del producto,1,LIST,,,,gipr_Origin_PC00047,Otros bancos,8,Pagos: Pago a Proveedores
a0i3B000000qBOVQA2,PC-000810,01,gipr_Origin_PC00047,false,,false,false,Origen,"Nuevo flujo,Otros bancos","01,02",,false,gipr_Origin__c,3,01t3B00000215luQAA,false,,Información general del producto,1,LIST,,,,,,8,Pagos: Pago a Proveedores
a0i3B000000qBOWQA2,PC-000811,,Importe_PC00047,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215luQAA,false,,Información general del producto,1,number,,,,,,8,Pagos: Pago a Proveedores
a0i3B000000qBOXQA2,PC-000812,01,gipr_Origin_bank_PC00048,false,,false,false,Banco Origen,"BCP,Scotiabank,Interbank,BIF,Banco Financiero,Otros","01,02,03,04,05,06",,false,gipr_Origin_bank__c,4,01t3B00000215lvQAA,false,,Información general del producto,1,LIST,,,,gipr_Origin_PC00048,Migración,9,Pagos: Pago de Haberes
a0i3B000000qBOYQA2,PC-000813,03,gipr_Origin_PC00048,false,,false,false,Origen,"Incremento,Migración","03,04",,false,gipr_Origin__c,3,01t3B00000215lvQAA,false,,Información general del producto,1,LIST,,,,,,9,Pagos: Pago de Haberes
a0i3B000000qBOZQA2,PC-000814,,gipr_Quantity_PC00048,false,,false,false,Cantidad,,,,false,gipr_Quantity__c,1,01t3B00000215lvQAA,false,,Información general del producto,1,number,,,,,,9,Pagos: Pago de Haberes
a0i3B000000qBOaQAM,PC-000815,,gipr_Type_of_assets_PC00048,false,,false,false,Tipo de haberes,"Decisores,Calificados,No calificados","01,02,03",,false,gipr_Type_of_assets__c,2,01t3B00000215lvQAA,false,,Información general del producto,1,LIST,,,,,,9,Pagos: Pago de Haberes
a0i3B000000qFhvQAE,PC-000820,,gipr_OppIsoCurrency_PC00058,false,,false,false,Moneda,"Sol peruano,Dólar EE.UU.","PEN,USD",,false,gipr_OppIsoCurrency__c,2,01t3B00000215m5QAA,true,,Información general del producto,1,text,,,,,,PC00040,PFA
a0i3B000000qFhwQAE,PC-000821,,Importe_PC00058,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215m5QAA,false,,Información general del producto,1,number,,,,,,PC00040,PFA
a0i3B000000qFhxQAE,PC-000822,04,gipr_Type_PC00058,false,,false,false,Tipo,"Nuevo,Renovación con incremento,Renovación con reducción,Renovación mismo importe","01,02,03,04",,false,gipr_Type__c,3,01t3B00000215m5QAA,false,,Información general del producto,1,LIST,,,,,,PC00040,PFA
a0i3B000000qFhyQAE,PC-000823,,gipr_OppIsoCurrency_PC00059,false,,false,false,Moneda,"Sol peruano,Dólar EE.UU.","PEN,USD",,false,gipr_OppIsoCurrency__c,2,01t3B00000215m6QAA,true,,Información general del producto,1,text,,,,,,PC00041,PFF
a0i3B000000qFhzQAE,PC-000824,,Importe_PC00059,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215m6QAA,false,,Información general del producto,1,number,,,,,,PC00041,PFF
a0i3B000000qFi0QAE,PC-000825,04,gipr_Type_PC00059,false,,false,false,Tipo,"Nuevo,Renovación con incremento,Renovación con reducción,Renovación mismo importe","01,02,03,04",,false,gipr_Type__c,3,01t3B00000215m6QAA,false,,Información general del producto,1,LIST,,,,,,PC00041,PFF
a0i3B000000qFi1QAE,PC-000826,,gipr_OppIsoCurrency_PC00060,false,,false,false,Moneda,"Sol peruano,Dólar EE.UU.","PEN,USD",,false,gipr_OppIsoCurrency__c,2,01t3B00000215m7QAA,true,,Información general del producto,1,text,,,,,,PC00042,PFL
a0i3B000000qFi2QAE,PC-000827,,Importe_PC00060,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215m7QAA,false,,Información general del producto,1,number,,,,,,PC00042,PFL
a0i3B000000qFi3QAE,PC-000828,04,gipr_Type_PC00060,false,,false,false,Tipo,"Nuevo,Renovación con incremento,Renovación con reducción,Renovación mismo importe","01,02,03,04",,false,gipr_Type__c,3,01t3B00000215m7QAA,false,,Información general del producto,1,LIST,,,,,,PC00042,PFL
a0i3B000000pym5QAA,PC-000121,02,PeriodicidadIG_PC00001,false,,false,false,Periodicidad,"Días,Meses","01,02",,false,gipr_Periodicidad__c,6,01t3B00000215lAQAQ,false,,Información general del producto,1,LIST,,,,,,160010,Préstamo Comercial CP
a0i3B000000pysNQAQ,PC-000511,03,Tipo_garantia_PC00001,false,,false,false,Tipo garantía,"Dineraria,No dineraria,Sin garantia","01,02,03",,false,gipr_Tipo_Garantia__c,7,01t3B00000215lAQAQ,false,,Información general del producto,1,LIST,,,,,,160010,Préstamo Comercial CP
a0i3B000000pykgQAA,PC-000034,02,Periodicidad_Gracia_PC00001,false,,false,false,Periodicidad de gracia,"Días,Meses","01,02",,false,cpliq_Periodicidad_gracia__c,6,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,Tipo_amortizacion_PC00001,En cuotas,160010,Préstamo Comercial CP
a0i3B000000pymoQAA,PC-000166,01,Tipo_amortizacion_PC00001,false,,false,false,Tipo amortización,"Al vencimiento,En cuotas,A medida","01,02,03",,false,cpliq_Tipo_amortizacion__c,2,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,,,160010,Préstamo Comercial CP
a0i3B000000pysWQAQ,PC-000520,02,Destino_PC00001,false,,false,false,Destino,"Campañas,Capital de trabajo,Pago de impuestos,Pago haberes,Pago proveedores,Prórroga,Subrrogación","01,02,03,04,05,06,07",,false,gipr_Destino__c,4,01t3B00000215lAQAQ,false,,Información general del producto,1,LIST,,,,,,160010,Préstamo Comercial CP
a0i3B000000pyqAQAQ,PC-000374,,Cobertura_PC00001,false,,false,false,Cobertura (%),,,,false,gipr_Cobertura__c,9,01t3B00000215lAQAQ,false,,Información general del producto,1,number,,,,Tipo_garantia_PC00001,"Dineraria,No dineraria",160010,Préstamo Comercial CP
a0i3B000000pyqVQAQ,PC-000395,,Cuenta_vinculada_PC00001,false,,false,false,Cuenta vinculada,,,,false,cpliq_Cuenta_vinculada__c,1,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,text,,,,,,160010,Préstamo Comercial CP
a0i3B000000pynZQAQ,PC-000213,,Fecha_Vencimiento_PC00001,false,,false,false,Fecha de vencimiento,,,,false,cpliq_Fecha_Vencimiento__c,5,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,date,,,,Tipo_amortizacion_PC00001,Al vencimiento,160010,Préstamo Comercial CP
a0i3B000000pynnQAA,PC-000227,,n_PC00001,false,,false,false,Plazo,,,,false,cpliq_n__c,3,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,number,,,,,,160010,Préstamo Comercial CP
a0i3B000000pyooQAA,PC-000290,01,Amortizacion_PC00001,false,,false,false,Amortización,"Mensual,Trimestral,Semestral,Anual","01,02,03,04",,false,cpliq_Amortizacion__c,7,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,Tipo_amortizacion_PC00001,En cuotas,160010,Préstamo Comercial CP
a0i3B000000pyopQAA,PC-000291,,PlazoIG_PC00001,false,,false,false,Plazo,,,,false,gipr_Plazo__c,5,01t3B00000215lAQAQ,false,,Información general del producto,1,number,,,,,,160010,Préstamo Comercial CP
a0i3B000000pyp2QAA,PC-000304,,Codigo_Simulacion_PC00001,false,,false,false,Código simulación,,,,false,cpliq_Codigo_Simulacion__c,5,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,text,,,,Tipo_amortizacion_PC00001,A medida,160010,Préstamo Comercial CP
a0i3B000000pyp4QAA,PC-000306,02,Garantia_PC00001,false,,false,false,Garantía,"Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17",,false,gipr_Garantia__c,8,01t3B00000215lAQAQ,false,,Información general del producto,1,LIST,,Tipo_garantia_PC00001,,Tipo_garantia_PC00001,"No dineraria,Dineraria",160010,Préstamo Comercial CP
a0i3B000000pypLQAQ,PC-000323,,n_Gracia_PC00001,false,,false,false,Plazo de gracia,,,,false,cpliq_n_gracia__c,5,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,number,,,,Tipo_amortizacion_PC00001,En cuotas,160010,Préstamo Comercial CP
a0i3B000000pykPQAQ,PC-000017,02,Periodicidad_PC00001,false,,false,false,Periodicidad,"Días,Meses","01,02",,false,cpliq_Periodicidad__c,4,01t3B00000215lAQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,,,160010,Préstamo Comercial CP
a0i3B000000pzqnQAA,PC-000736,01,Modalidad_PC00001,false,,false,false,Modalidad producto,"Regular,Crédito líquido,Crédito puntual,Compra de deuda,Reprogramado","01,03,09,10,02",,false,PE_List_Product_mode__c,2,01t3B00000215lAQAQ,false,,Información general del producto,1,LIST,,,,,,160010,Préstamo Comercial CP
a0i3B000000pzqoQAA,PC-000737,,Importe_PC00001,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215lAQAQ,false,,Información general del producto,1,currency,,,,,,160010,Préstamo Comercial CP
a0i3B000000pzqpQAA,PC-000738,false,Mejorado_PC00001,false,,false,false,Mejorado,,,,false,PE_List_Mejorado__c,3,01t3B00000215lAQAQ,false,,Información general del producto,1,checkbox,,,,,,160010,Préstamo Comercial CP
a0i3B000000q5i3QAA,PC-000777,,Cuenta_vinculada_PC00018,false,,false,false,Cuenta vinculada,,,,false,cpliq_Cuenta_vinculada__c,1,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,text,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pytKQAQ,PC-000570,,Amortizacion_PC00018,false,,false,false,Amortización,"Mensual,Trimestral,Semestral,Anual","01,02,03,04",,false,cpliq_Amortizacion__c,7,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,Tipo_amortizacion_PC00018,En cuotas,PC00009,Préstamo Comercial LP
a0i3B000000pyr4QAA,PC-000430,,Fecha_Vencimiento_PC00018,false,,false,false,Fecha de vencimiento,,,,false,cpliq_Fecha_Vencimiento__c,5,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,date,,,,Tipo_amortizacion_PC00018,Al vencimiento,PC00009,Préstamo Comercial LP
a0i3B000000pysVQAQ,PC-000519,,Periodicidad_Gracia_PC00018,false,,false,false,Periodicidad de gracia,"Meses,Años","02,03",,false,cpliq_Periodicidad_gracia__c,6,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,Tipo_amortizacion_PC00018,En cuotas,PC00009,Préstamo Comercial LP
a0i3B000000pyoWQAQ,PC-000272,,n_Gracia_PC00018,false,,false,false,Plazo de gracia,,,,false,cpliq_n_gracia__c,5,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,number,,,,Tipo_amortizacion_PC00018,En cuotas,PC00009,Préstamo Comercial LP
a0i3B000000pykiQAA,PC-000036,,Periodicidad_PC00018,false,,false,false,Periodicidad,"Meses,Años","02,03",,false,cpliq_Periodicidad__c,4,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pyqdQAA,PC-000403,,Tipo_amortizacion_PC00018,false,,false,false,Tipo amortización,"Al vencimiento,En cuotas,A medida","01,02,03",,false,cpliq_Tipo_amortizacion__c,2,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,LIST,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pyqfQAA,PC-000405,,Codigo_Simulacion_PC00018,false,,false,false,Código simulación,,,,false,cpliq_Codigo_Simulacion__c,5,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,text,,,,Tipo_amortizacion_PC00018,A medida,PC00009,Préstamo Comercial LP
a0i3B000000pyu1QAA,PC-000613,,n_PC00018,false,,false,false,Plazo,,,,false,cpliq_n__c,3,01t3B00000215lRQAQ,false,,Criterios de pago y liquidación,2,number,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzr7QAA,PC-000756,08,Destino_PC00018,false,,false,false,Destino,"Inversión inmueble,Inversión maquinaria/equipos,Construcción,Prórroga,Reestructuración,Subrrogación","08,09,10,06,11,07",,false,gipr_Destino__c,4,01t3B00000215lRQAQ,false,,Información general del producto,1,LIST,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzr8QAA,PC-000757,,Importe_PC00018,false,,false,false,Importe,,,,false,UnitPrice,1,01t3B00000215lRQAQ,false,,Información general del producto,1,currency,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzr9QAA,PC-000758,01,PE_Modality_PC00018,false,,false,false,Modalidad Producto,"Regular,Crédito líquido,Crédito puntual,Compra de deuda,Reprogramado","01,03,09,10,02",,false,PE_List_Product_mode__c,2,01t3B00000215lRQAQ,false,,Información general del producto,1,LIST,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzrAQAQ,PC-000759,false,Mejorado_PC00018,false,,false,false,Mejorado,,,,false,PE_List_Mejorado__c,3,01t3B00000215lRQAQ,false,,Información general del producto,1,checkbox,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzrBQAQ,PC-000760,,PlazoIG_PC00018,false,,false,false,Plazo,,,,false,gipr_Plazo__c,5,01t3B00000215lRQAQ,false,,Información general del producto,1,number,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzrCQAQ,PC-000761,02,gipr_Periodicidad_PC00018,false,,false,false,Periodicidad,"Meses,Años","02,03",,false,gipr_Periodicidad__c,6,01t3B00000215lRQAQ,false,,Información general del producto,1,LIST,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzrDQAQ,PC-000762,03,gipr_Tipo_garantia_PC00018,false,,false,false,Tipo garantía,"Dineraria,No dineraria,Sin garantía","01,02,03",,false,gipr_Tipo_Garantia__c,7,01t3B00000215lRQAQ,false,,Información general del producto,1,LIST,,,,,,PC00009,Préstamo Comercial LP
a0i3B000000pzrEQAQ,PC-000763,02,gipr_Garantia_PC00018,false,,false,false,Garantía,"Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17",,false,gipr_Garantia__c,8,01t3B00000215lRQAQ,false,,Información general del producto,1,LIST,,gipr_Tipo_garantia_PC00018,,gipr_Tipo_garantia_PC00018,"No dineraria,Dineraria",PC00009,Préstamo Comercial LP
a0i3B000000pzrFQAQ,PC-000764,100,gipr_Cobertura_PC00018,false,,false,false,Cobertura (%),,,,false,gipr_Cobertura__c,9,01t3B00000215lRQAQ,false,,Información general del producto,1,number,,,,gipr_Tipo_garantia_PC00018,"Dineraria,No dineraria",PC00009,Préstamo Comercial LP
